Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
1/19/2017,Epic: Cassiopeia,Epic: Cassiopeia,5.75,debit,Epic Meal,Bank of America ,,
1/19/2017,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
1/18/2017,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
1/18/2017,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
1/18/2017,Epic: King's Cross,Epic: King's Cross,4.25,debit,Epic Meal,Bank of America ,,
1/17/2017,Epic: Cassiopeia,Epic: Cassiopeia,3.5,debit,Epic Meal,Bank of America ,,
1/17/2017,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
1/15/2017,Venmo from Jeffrey to Charlie Lucke,Venmo from Jeffrey to Charlie Lucke,17.10,debit,Restaurants,Venmo,,
1/13/2017,Epic: Farmers' Market,Epic: Farmers' Market,3.25,debit,Epic Meal,Bank of America ,,
1/13/2017,Epic: King's Cross,Epic: King's Cross,2.75,debit,Epic Meal,Bank of America ,,
1/12/2017,Epic: Cassiopeia,Epic: Cassiopeia,7,debit,Epic Meal,Bank of America ,,
1/12/2017,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
1/11/2017,Epic: Cassiopeia,Epic: Cassiopeia,3.25,debit,Epic Meal,Bank of America ,,
1/11/2017,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
1/10/2017,Epic: Cassiopeia,Epic: Cassiopeia,4.25,debit,Epic Meal,Bank of America ,,
1/9/2017,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
1/9/2017,Epic: Cassiopeia,Epic: Cassiopeia,4.75,debit,Epic Meal,Bank of America ,,
1/9/2017,Epic: Farmers' Market,Epic: Farmers' Market,3.25,debit,Epic Meal,Bank of America ,,
1/6/2017,Epic: Cassiopeia,Epic: Cassiopeia,4.5,debit,Epic Meal,Bank of America ,,
1/6/2017,Epic: Farmers' Market,Epic: Farmers' Market,3.25,debit,Epic Meal,Bank of America ,,
1/5/2017,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
1/5/2017,Epic: Cassiopeia,Epic: Cassiopeia,4,debit,Epic Meal,Bank of America ,,
1/4/2017,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
1/3/2017,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,9.00,credit,Coffee Shops,Venmo,,
1/2/2017,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,21.00,credit,Restaurants,Venmo,,
1/1/2017,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,8.00,credit,Alcohol & Bars,Venmo,,
12/31/2016,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,15.00,debit,Rental Car & Rental Car & Taxi,Venmo,,
12/30/2016,Epic: Cassiopeia,Epic: Cassiopeia,3.25,debit,Epic Meal,Bank of America ,,
12/30/2016,Epic: Farmers' Market,Epic: Farmers' Market,3.25,debit,Epic Meal,Bank of America ,,
12/29/2016,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
12/29/2016,Epic: Cassiopeia,Epic: Cassiopeia,2.5,debit,Epic Meal,Bank of America ,,
12/29/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/28/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/28/2016,Epic: King's Cross,Epic: King's Cross,3,debit,Epic Meal,Bank of America ,,
12/27/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.5,debit,Epic Meal,Bank of America ,,
12/27/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/23/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.75,debit,Epic Meal,Bank of America ,,
12/23/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/22/2016,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
12/22/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/22/2016,Epic: King's Cross,Epic: King's Cross,5.25,debit,Epic Meal,Bank of America ,,
12/21/2016,Epic: Farmers' Market,Epic: Farmers' Market,2.5,debit,Epic Meal,Bank of America ,,
12/21/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/21/2016,Venmo from Jeffrey to Charlie Lucke,Venmo from Jeffrey to Charlie Lucke,6.00,debit,Alcohol & Bars,Venmo,,
12/20/2016,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
12/20/2016,Epic: Cassiopeia,Epic: Cassiopeia,4,debit,Epic Meal,Bank of America ,,
12/20/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/17/2016,Venmo from Jeffrey to John Juenemann,Venmo from Jeffrey to John Juenemann,3.50,debit,Alcohol & Bars,Venmo,,
12/16/2016,Epic: Cassiopeia,Epic: Cassiopeia,3.5,debit,Epic Meal,Bank of America ,,
12/16/2016,Venmo from Greg to Jeffrey ,Venmo from Greg to Jeffrey ,20.00,credit,Coffee Shops,Venmo,,
12/15/2016,Epic: Cassiopeia,Epic: Cassiopeia,6.5,debit,Epic Meal,Bank of America ,,
12/15/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/14/2016,Epic: Farmers' Market,Epic: Farmers' Market,3.25,debit,Epic Meal,Bank of America ,,
12/14/2016,Epic: King's Cross,Epic: King's Cross,3.25,debit,Epic Meal,Bank of America ,,
12/13/2016,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
12/13/2016,Epic: Cassiopeia,Epic: Cassiopeia,3.25,debit,Epic Meal,Bank of America ,,
12/13/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
12/12/2016,Epic: Cassiopeia,Epic: Cassiopeia,5,debit,Epic Meal,Bank of America ,,
12/12/2016,Epic: Farmers' Market,Epic: Farmers' Market,3.25,debit,Epic Meal,Bank of America ,,
12/9/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/8/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.75,debit,Epic Meal,Bank of America ,,
12/8/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.25,debit,Epic Meal,Bank of America ,,
12/7/2016,Epic: Cassiopeia,Epic: Cassiopeia,5.5,debit,Epic Meal,Bank of America ,,
12/7/2016,Epic: Farmers' Market,Epic: Farmers' Market,3.25,debit,Epic Meal,Bank of America ,,
12/6/2016,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
12/6/2016,Epic: Cassiopeia,Epic: Cassiopeia,4,debit,Epic Meal,Bank of America ,,
12/6/2016,Epic: Farmers' Market,Epic: Farmers' Market,3.5,debit,Epic Meal,Bank of America ,,
12/5/2016,Epic: King's Cross,Epic: King's Cross,5,debit,Epic Meal,Bank of America ,,
12/2/2016,Epic: Black Dragon,Epic: Black Dragon,1.5,debit,Epic Meal,Bank of America ,,
12/2/2016,Epic: Cassiopeia,Epic: Cassiopeia,5.25,debit,Epic Meal,Bank of America ,,
12/2/2016,Epic: Ganymede Coffee Cart,Epic: Ganymede Coffee Cart,1.5,debit,Epic Meal,Bank of America ,,
12/1/2016,Epic: King's Cross,Epic: King's Cross,5.25,debit,Epic Meal,Bank of America ,,
11/30/2016,Epic: King's Cross,Epic: King's Cross,3.75,debit,Epic Meal,Bank of America ,,
11/29/2016,Epic: Cassiopeia,Epic: Cassiopeia,6.25,debit,Epic Meal,Bank of America ,,
11/28/2016,Epic: Black Dragon,Epic: Black Dragon,2,debit,Epic Meal,Bank of America ,,
11/28/2016,Epic: Cassiopeia,Epic: Cassiopeia,3.25,debit,Epic Meal,Bank of America ,,
11/28/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
11/23/2016,Epic: Cassiopeia,Epic: Cassiopeia,5.75,debit,Epic Meal,Bank of America ,,
11/23/2016,Venmo from Jeffrey to John Juenemann,Venmo from Jeffrey to John Juenemann,6.00,debit,Movies & DVDs,Venmo,,
11/22/2016,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
11/22/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.5,debit,Epic Meal,Bank of America ,,
11/22/2016,Epic: Farmers' Market,Epic: Farmers' Market,1,debit,Epic Meal,Bank of America ,,
11/19/2016,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,11.50,credit,Restaurants,Venmo,,
11/19/2016,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,6.50,debit,Alcohol & Bars,Venmo,,
11/18/2016,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,15.00,credit,Restaurants,Venmo,,
11/17/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.75,debit,Epic Meal,Bank of America ,,
11/16/2016,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
11/16/2016,Epic: Cassiopeia,Epic: Cassiopeia,3.25,debit,Epic Meal,Bank of America ,,
11/16/2016,Epic: Farmers' Market,Epic: Farmers' Market,2.5,debit,Epic Meal,Bank of America ,,
11/15/2016,Epic: Cassiopeia,Epic: Cassiopeia,2.25,debit,Epic Meal,Bank of America ,,
11/15/2016,Epic: Farmers' Market,Epic: Farmers' Market,1,debit,Epic Meal,Bank of America ,,
11/14/2016,Epic: Cassiopeia,Epic: Cassiopeia,7.25,debit,Epic Meal,Bank of America ,,
11/14/2016,Epic: Farmers' Market,Epic: Farmers' Market,1,debit,Epic Meal,Bank of America ,,
11/14/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
11/11/2016,Epic: Cassiopeia,Epic: Cassiopeia,3,debit,Epic Meal,Bank of America ,,
11/11/2016,Epic: Farmers' Market,Epic: Farmers' Market,1,debit,Epic Meal,Bank of America ,,
11/10/2016,Epic: Farmers' Market,Epic: Farmers' Market,2.5,debit,Epic Meal,Bank of America ,,
11/10/2016,Epic: King's Cross,Epic: King's Cross,4.5,debit,Epic Meal,Bank of America ,,
11/9/2016,Epic: King's Cross,Epic: King's Cross,6,debit,Epic Meal,Bank of America ,,
11/8/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
11/7/2016,Epic: Black Dragon,Epic: Black Dragon,1,debit,Epic Meal,Bank of America ,,
11/7/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.5,debit,Epic Meal,Bank of America ,,
11/4/2016,Epic: Cassiopeia,Epic: Cassiopeia,6.5,debit,Epic Meal,Bank of America ,,
11/3/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
11/3/2016,Epic: King's Cross,Epic: King's Cross,0.75,debit,Epic Meal,Bank of America ,,
11/3/2016,Epic: King's Cross,Epic: King's Cross,4.5,debit,Epic Meal,Bank of America ,,
11/2/2016,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
11/2/2016,Epic: Black Dragon,Epic: Black Dragon,1.25,debit,Epic Meal,Bank of America ,,
11/2/2016,Epic: Cassiopeia,Epic: Cassiopeia,14,debit,Epic Meal,Bank of America ,,
11/2/2016,Venmo from Charlie Lucke to Jeffrey ,Venmo from Charlie Lucke to Jeffrey ,7.00,credit,Groceries,Venmo,,
11/1/2016,Epic: Black Dragon,Epic: Black Dragon,1,debit,Epic Meal,Bank of America ,,
11/1/2016,Epic: Cassiopeia,Epic: Cassiopeia,3,debit,Epic Meal,Bank of America ,,
10/31/2016,Epic: Cassiopeia,Epic: Cassiopeia,2.75,debit,Epic Meal,Bank of America ,,
10/28/2016,Epic: Cassiopeia,Epic: Cassiopeia,5.5,debit,Epic Meal,Bank of America ,,
10/27/2016,Epic: King's Cross,Epic: King's Cross,4.25,debit,Epic Meal,Bank of America ,,
10/26/2016,Epic: King's Cross,Epic: King's Cross,4,debit,Epic Meal,Bank of America ,,
10/25/2016,Epic: King's Cross,Epic: King's Cross,5.5,debit,Epic Meal,Bank of America ,,
10/24/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
10/24/2016,Epic: King's Cross,Epic: King's Cross,4.5,debit,Epic Meal,Bank of America ,,
10/23/2016,Venmo from Jeffrey to Charlie Lucke,Venmo from Jeffrey to Charlie Lucke,5.00,debit,Alcohol & Bars,Venmo,,
10/23/2016,Venmo from Jeffrey to John Juenemann,Venmo from Jeffrey to John Juenemann,5.00,debit,Alcohol & Bars,Venmo,,
10/21/2016,Epic: Cassiopeia,Epic: Cassiopeia,5.25,debit,Epic Meal,Bank of America ,,
10/20/2016,Epic: Farmers' Market,Epic: Farmers' Market,4.5,debit,Epic Meal,Bank of America ,,
10/20/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
10/19/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.75,debit,Epic Meal,Bank of America ,,
10/18/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.5,debit,Epic Meal,Bank of America ,,
10/14/2016,Epic: Cassiopeia,Epic: Cassiopeia,3.5,debit,Epic Meal,Bank of America ,,
10/13/2016,Epic: King's Cross,Epic: King's Cross,2,debit,Epic Meal,Bank of America ,,
10/12/2016,Epic: Cassiopeia,Epic: Cassiopeia,4,debit,Epic Meal,Bank of America ,,
10/11/2016,Epic: Cassiopeia,Epic: Cassiopeia,5.5,debit,Epic Meal,Bank of America ,,
10/11/2016,Venmo from Arjay Parhar to Jeffrey ,Venmo from Arjay Parhar to Jeffrey ,7.00,credit,Alcohol & Bars,Venmo,,
10/10/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.5,debit,Epic Meal,Bank of America ,,
10/10/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
10/9/2016,Venmo from Jeffrey to Charlie Lucke,Venmo from Jeffrey to Charlie Lucke,12.00,debit,Restaurants,Venmo,,
10/8/2016,Venmo from Jeffrey to Karthik Gowda,Venmo from Jeffrey to Karthik Gowda,3.50,debit,Alcohol & Bars,Venmo,,
10/7/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
10/7/2016,Epic: Mikey's Deli,Epic: Mikey's Deli,3.75,debit,Epic Meal,Bank of America ,,
10/6/2016,Epic: King's Cross,Epic: King's Cross,2.75,debit,Epic Meal,Bank of America ,,
10/5/2016,Epic: Cassiopeia,Epic: Cassiopeia,5.5,debit,Epic Meal,Bank of America ,,
10/4/2016,Epic: Farmers' Market,Epic: Farmers' Market,3.5,debit,Epic Meal,Bank of America ,,
10/3/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.25,debit,Epic Meal,Bank of America ,,
10/3/2016,Epic: Farmers' Market,Epic: Farmers' Market,2.75,debit,Epic Meal,Bank of America ,,
10/1/2016,Venmo from Jeffrey to Raghav Srinath,Venmo from Jeffrey to Raghav Srinath,5.50,debit,Rental Car & Rental Car & Taxi,Venmo,,
10/1/2016,Venmo from Jeffrey to Karthik Gowda,Venmo from Jeffrey to Karthik Gowda,6.00,debit,Rental Car & Rental Car & Taxi,Venmo,,
9/30/2016,Epic: Cassiopeia,Epic: Cassiopeia,1.25,debit,Epic Meal,Bank of America ,,
9/30/2016,Epic: Cassiopeia,Epic: Cassiopeia,2.25,debit,Epic Meal,Bank of America ,,
9/30/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
9/30/2016,Venmo from Jeffrey to Charlie Lucke,Venmo from Jeffrey to Charlie Lucke,15.00,debit,Music,Venmo,,
9/29/2016,Epic: Cassiopeia,Epic: Cassiopeia,2.75,debit,Epic Meal,Bank of America ,,
9/29/2016,Epic: Ganymede Coffee Cart,Epic: Ganymede Coffee Cart,1,debit,Epic Meal,Bank of America ,,
9/29/2016,Venmo from Max Schimanski to Jeffrey ,Venmo from Max Schimanski to Jeffrey ,8.00,credit,Groceries,Venmo,,
9/28/2016,Epic: Cassiopeia,Epic: Cassiopeia,2.25,debit,Epic Meal,Bank of America ,,
9/27/2016,Epic: Cassiopeia,Epic: Cassiopeia,6.75,debit,Epic Meal,Bank of America ,,
9/27/2016,Venmo from Jeffrey to Arjay Parhar,Venmo from Jeffrey to Arjay Parhar,0.65,debit,Fast Food,Venmo,,
9/20/2016,Epic: General Store - Borealis,Epic: General Store - Borealis,1,debit,Epic Meal,Bank of America ,,
9/16/2016,Epic: General Store - Borealis,Epic: General Store - Borealis,0.01,debit,Epic Meal,Bank of America ,,
9/10/2016,Venmo from Jeffrey to Karthik Gowda,Venmo from Jeffrey to Karthik Gowda,7.00,debit,Rental Car & Rental Car & Taxi,Venmo,,
9/9/2016,Epic: Cassiopeia,Epic: Cassiopeia,4.25,debit,Epic Meal,Bank of America ,,
9/8/2016,Epic: Cassiopeia,Epic: Cassiopeia,6.25,debit,Epic Meal,Bank of America ,,
9/8/2016,Epic: Farmers' Market,Epic: Farmers' Market,1.5,debit,Epic Meal,Bank of America ,,
9/7/2016,Epic: Cassiopeia,Epic: Cassiopeia,3.5,debit,Epic Meal,Bank of America ,,
9/7/2016,Epic: General Store - Borealis,Epic: General Store - Borealis,1.35,debit,Epic Meal,Bank of America ,,
8/25/2016,Venmo from Greg to Jeffrey ,Venmo from Greg to Jeffrey ,3.00,credit,Coffee Shops,Venmo,,
8/25/2016,Venmo from Greg to Jeffrey ,Venmo from Greg to Jeffrey ,4.75,credit,Coffee Shops,Venmo,,
8/25/2016,Venmo from Jeffrey to Braden Spratt,Venmo from Jeffrey to Braden Spratt,5.00,debit,Alcohol & Bars,Venmo,,
7/19/2016,Amazon.com,"AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA
",7.95,debit,Shopping,CREDIT CARD,,
7/19/2016,Amazon.com,"Amazon.com               AMZN.COM/BILLWA
",2.35,debit,Shopping,Citi Card College,,
7/17/2016,Snack,"SHELL OIL 57443310503    CHESTERFIELD MO
",2.48,debit,Fast Food,BofA Core Checking,,
6/23/2016,Comet Coffee St. Louis MO,"SQ *COMET COFFEE         ST. LOUIS    MO
",5.06,debit,Coffee Shops,BofA Core Checking,,
6/22/2016,"ONLINE PAYMENT, THANK YOU               
",,454.66,credit,Credit Card Payment,Citi Card College,,
6/20/2016,,,36.95,credit,Reimbursement,Citi Card College,,
6/20/2016,,,32.88,credit,Reimbursement,Citi Card College,,
6/20/2016,,,30.92,credit,Reimbursement,Citi Card College,,
6/20/2016,,,18.48,credit,Reimbursement,Citi Card College,,
6/20/2016,,,10.24,credit,Reimbursement,Citi Card College,,
6/20/2016,,,4.24,credit,Reimbursement,Citi Card College,,
6/17/2016,Michael's Chesterfield MO,"MICHAELS STORES 2036     CHESTERFIELD MO
",11.37,debit,Arts,BofA Core Checking,,
6/15/2016,Michael's Chesterfield MO,"MICHAELS STORES 2036     CHESTERFIELD MO
",22.74,debit,Arts,DP ONLINE SAVINGS,,
6/14/2016,Salume Beddu St. Louis MO,"SALUME BEDDU             ST LOUIS     MO
",18.48,debit,Restaurants,Citi Card College,,
6/14/2016,HiTec Copy Center St. Louis MO,"HITEC COPY CENTER        ST LOUIS     MO
",8.53,debit,Arts,BofA Core Checking,,
6/12/2016,"Venmo transfer to Bank Of America, N.A. *1238","Venmo transfer to Bank Of America, N.A. *1238",98.23,debit,Transfer,Venmo,,
6/9/2016,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,61.33,credit,Hotel,Venmo,,
6/8/2016,City Museum St. Louis MO,"CITY MUSEUM              SAINT LOUIS  MO
",36.95,debit,Entertainment,BofA Core Checking,,
6/7/2016,Kwik Shop Lawrence KS,"KWIK SHOP #0721    Q79   LAWRENCE     KS
",32.88,debit,Gas & Fuel,BofA Core Checking,,
6/6/2016,The Burger Stand Lawrence KS,The Burger Stand Lawrence KS,29.67,debit,Restaurants,Citi Card College,,
6/6/2016,Ace Denver CO,Ace Denver CO,30.92,debit,Alcohol & Bars,Citi Card College,,
6/5/2016,Atomic Cowboy Denver CO,"AC DBC FSPIZZA ECOLFAX   DENVER       CO
",52.43,debit,Alcohol & Bars,Citi Card College,,
6/5/2016,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,16.00,credit,Restaurants,Venmo,,
6/5/2016,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,8.00,credit,Coffee Shops,Venmo,,
6/4/2016,The Daily Bread Glenwood Springs CO,"THE DAILY BREAD          GLENWOOD SPRICO
",27.76,debit,Restaurants,Citi Card College,,
6/4/2016,Jenny's Market Golden CO,"TSE JENNYSMARKET 546     GOLDEN       CO
",5.03,debit,Groceries,Citi Card College,,
6/4/2016,Loaf n Jug Frisco CO,"LOAF N JUG #0048         FRISCO       CO
",26.99,debit,Gas & Fuel,BofA Core Checking,,
6/4/2016,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,6.00,credit,Coffee Shops,Venmo,,
6/3/2016,Arches National Park ,"ARCHES NP-ENTRANCE       MOAB         UT
",25,debit,Vacation,Citi Card College,,
6/3/2016,Arches National Park ,"ARCHES NATIONAL PARK     MOAB         UT
",4.24,debit,Vacation,BofA Core Checking,,
5/29/2016,New Mexico MVD,"NEW MEXICO MVD           925-855-5000 GA
",81,debit,Fees & Charges,Citi Card College,,
5/29/2016,New Mexico MVD,"OPC  NEW MEXICO MVD      925-855-5000 AL
",1.25,debit,Fees & Charges,Citi Card College,,
5/29/2016,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,3.00,debit,Restaurants,Venmo,,
5/28/2016,Paradise Bowls,"PARADISE BOWLS CA        MANHATTAN BEACA
",10.25,debit,Restaurants,BofA Core Checking,,
5/26/2016,"Cafe Gratitude Venice, CA",Cafe Gratitude Venice    Venice       CA,10,debit,Restaurants,BofA Core Checking,,
5/25/2016,Trader Joe's,"TRADER JOE'S #034  QPS   MANHATTANBCH CA
",44.9,debit,Groceries,BofA Core Checking,,
5/24/2016,Paradise Bowls,"PARADISE BOWLS CA        MANHATTAN BEACA
",9.95,debit,Restaurants,BofA Core Checking,,
5/22/2016,Uber,"UBER TECHNOLOGIES INC    866-576-1039 CA
",24.21,debit,Public Transportation,Citi Card College,,
5/22/2016,USA Gas Marina del Ray,,15.69,debit,Gas & Fuel,Citi Card College,5/11/16,
5/22/2016,"USA GASOLINE #68160      MARINA DEL RECA
",,14.31,debit,Gas & Fuel,Citi Card College,,
5/21/2016,"ONLINE PAYMENT, THANK YOU               
",CITI CARD ONLINE DES:PAYMENT ID:XXXXX9206324834 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,232.55,credit,Credit Card Payment,BofA Core Checking,,
5/20/2016,Hula's Tiki Phoenix AZ,"HULA`S MODERN TIKI       PHOENIX      AZ
",31.15,debit,Restaurants,Citi Card College,,
5/20/2016,Starbucks,"STARBUCKS #08745 TUCSON  Tucson       AZ
",2.43,debit,Coffee Shops,Citi Card College,,
5/19/2016,Asian Garden Alamagordo NM,"ASIAN GARDEN             ALAMOGORDO   NM
",21.88,debit,Restaurants,Citi Card College,,
5/19/2016,Chevron Gas,"CHEVRON 0204991          ALAMOGORDO   NM
",34.71,debit,Gas & Fuel,BofA Core Checking,,
5/19/2016,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,7.00,credit,Restaurants,Venmo,,
5/18/2016,Paisano Dining Room Marfa TX,"PAISANO DINING ROOM      MARFA        TX
",41.64,debit,Restaurants,BofA Core Checking,,
5/17/2016,Shell Gas,"SHELL OIL 57524609203    AUSTIN       TX
",26.59,debit,Gas & Fuel,BofA Core Checking,,
5/16/2016,Target,TARGET T- 8500 05/14 #000426925 PURCHASE TARGET T- 8500 S Houston TX,12.97,debit,Groceries,BofA Core Checking,,
5/16/2016,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,50.00,debit,Restaurants,Venmo,,
5/15/2016,Venmo from Jeffrey to Tom Kim,Venmo from Jeffrey to Tom Kim,12.50,debit,Restaurants,Venmo,,
5/12/2016,Uber,"UBER TECHNOLOGIES INC    866-576-1039 CA
",1.52,debit,Public Transportation,Citi Card College,,
5/12/2016,The Ginger Man Houston TX,"THE GINGER MAN HOUSTON   HOUSTON      TX
",12.06,debit,Alcohol & Bars,BofA Core Checking,,
5/12/2016,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,3.50,debit,Vacation,Venmo,,
5/10/2016,Cologne Walmart,Bought Cologne,24.87,debit,Misc Expenses,BofA Core Checking,,
5/10/2016,Venmo from Jeffrey to Mariah Lawhon,Venmo from Jeffrey to Mariah Lawhon,12.00,debit,Entertainment,Venmo,,
5/9/2016,Venmo from Jeffrey to David Cirillo,Venmo from Jeffrey to David Cirillo,6.00,debit,Groceries,Venmo,,
5/7/2016,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,6.00,debit,Alcohol & Bars,Venmo,,
5/6/2016,Mais Restaurant Houston TX,"MAIS RESTAURANT          HOUSTON      TX
",13.5,debit,Restaurants,Citi Card College,,
5/6/2016,Uber,"Uber Technologies Inc.   8665761039   CA
",4.35,debit,Public Transportation,Citi Card College,,
5/6/2016,Uber,"UBER TECHNOLOGIES INC    866-576-1039 CA
",3.45,debit,Public Transportation,Citi Card College,,
5/6/2016,Howl at the Moon Houston TX,"HOWL AT THE MOON #74     HOUSTON      TX
",12.87,debit,Alcohol & Bars,BofA Core Checking,,
5/5/2016,Fat Bao Houston TX,"FAT BAO                  HOUSTON      TX
",9.86,debit,Restaurants,BofA Core Checking,,
5/5/2016,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,1.50,debit,Fast Food,Venmo,,
5/5/2016,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,22.00,debit,Groceries,Venmo,,
5/2/2016,Bodegas Taco Shop,CHECKCARD 0429 BODEGAS TACO SHOP HOUSTON TX 24736936121004063371340,7.53,debit,Restaurants,BofA Core Checking,,
5/2/2016,Piola Houston TX,piola with maddy and ryan,25.48,debit,Restaurants,Citi Card College,,
5/1/2016,Uber,"UBER TECHNOLOGIES INC    866-576-1039 CA
",7.55,debit,Public Transportation,BofA Core Checking,,
4/29/2016,May Sat dinners,May Sat dinners,40,credit,Reimbursement,DP ONLINE SAVINGS,,
4/29/2016,Interest Paid,Interest Paid,5.95,credit,Interest Income,Citi Card College,,
4/29/2016,Venmo from Jeffrey to Cora McKenzie,Venmo from Jeffrey to Cora McKenzie,6.50,debit,Alcohol & Bars,Venmo,,
